"Title","Subtitle","Author","Author (Last","Publisher","Date Published","Year Published","Summary","Number of Pages","ISBN","EAN","書封","分類"
"蒸發","","Maj Sjowall, Per Wahloo","Maj Sjowall, Per Wahloo","遠流出版事業","","2005","","268","9789573254065","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=C47VSCYxx5%409789573254065-%E8%92%B8%E7%99%BC.jpg",""
"黑色駱駝","","厄爾．畢格斯","厄爾．畢格斯","臉譜出版","","2002","","384","9789574697199","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=7Vy339vrSj%409789574697199-%E9%BB%91%E8%89%B2%E9%A7%B1%E9%A7%9D.png",""
"然後在第八天","","Ellery Queen","Queen, Ellery","臉譜出版","","1997","","205","9789577085436","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=09g9JA4417%409789577085436-%E7%84%B6%E5%BE%8C%E5%9C%A8%E7%AC%AC%E5%85%AB%E5%A4%A9.jpg",""
"陳查禮接手","","厄爾．畢格斯","厄爾．畢格斯","臉譜出版","","2002","","413","9789574697458","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=3d0968169Y%409789574697458-%E9%99%B3%E6%9F%A5%E7%A6%AE%E6%8E%A5%E6%89%8B.jpg",""
"帷幕背後","","厄爾．畢格斯","厄爾．畢格斯","臉譜出版","","2001","","430","9789574697168","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=TK3AQ6106a%409789574697168-%E5%B8%B7%E5%B9%95%E8%83%8C%E5%BE%8C.png",""
"美國槍的秘密","","Ellery Queen","Queen, Ellery","臉譜","","1997","","317","9789577085115","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=aNrevpo1Ga%409789577085115-%E7%BE%8E%E5%9C%8B%E6%A7%8D%E7%9A%84%E7%A7%98%E5%AF%86.png",""
"玻璃村莊","","Ellery Queen","Queen, Ellery","臉譜","","1997","","269","9789577084682","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=0jgj205JLK%409789577084682-%E7%8E%BB%E7%92%83%E6%9D%91%E8%8E%8A.png",""
"保管鑰匙的人","","厄爾．畢格斯","厄爾．畢格斯","臉譜出版","","2001","","382","9789574697182","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=ri38yDH4L4%409789574697182-%E4%BF%9D%E7%AE%A1%E9%91%B0%E5%8C%99%E7%9A%84%E4%BA%BA.png",""
"羅絲安娜","","Maj Sjowall, Per Wahloo","Maj Sjowall, Per Wahloo","遠流出版事業","","2005","","330","9789573254058","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=PIxUjcBI1N%409789573254058-%E7%BE%85%E7%B5%B2%E5%AE%89%E5%A8%9C.jpg",""
"昆恩探案系列","The adventures of Ellery Queen","Ellery Queen","Queen, Ellery","臉譜","","1997","","344","9789577084637","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=RIMgk1U0ZI%409789577084637-%E6%98%86%E6%81%A9%E6%8E%A2%E6%A1%88%E7%B3%BB%E5%88%97+%282%29.png",""
"國王死了","The king is dead","Ellery Queen","Queen, Ellery","臉譜","","1997","","296","9789577084873","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=oPM7L9536o%409789577084873-%E5%9C%8B%E7%8E%8B%E6%AD%BB%E4%BA%86.png",""
"陽臺上的男子","","Maj Sjowall, Per Wahloo","Maj Sjowall, Per Wahloo","遠流出版事業","","2005","","298","9789573254072","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=zPO0gPnBUz%409789573254072-%E9%99%BD%E8%87%BA%E4%B8%8A%E7%9A%84%E7%94%B7%E5%AD%90.jpg",""
"災難之城","Calamity town","Ellery Queen","昆恩","臉譜","","1996","","364","9789577083531","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=2HSID112of%409789577083531-%E7%81%BD%E9%9B%A3%E4%B9%8B%E5%9F%8E.png",""
"希臘棺材的秘密","","Ellery Queen","Queen, Ellery","臉譜","","1995","","389","9789577083326","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=4cI5D28GwA%409789577083326-%E5%B8%8C%E8%87%98%E6%A3%BA%E6%9D%90%E7%9A%84%E7%A7%98%E5%AF%86.jpg",""
"西班牙岬角的祕密","","Ellery Queen","Queen, Ellery","臉譜","","1997","","357","9789577085528","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=556l9B4Spv%409789577085528-%E8%A5%BF%E7%8F%AD%E7%89%99%E5%B2%AC%E8%A7%92%E7%9A%84%E7%A5%95%E5%AF%86.png",""
"多尾貓","Cat of many tails","Ellery Queen","奎恩","臉譜","","1997","","415","9789577084675","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=3RvJ5R7gD7%409789577084675-%E5%A4%9A%E5%B0%BE%E7%8C%AB.png",""
"失蹤的消防車","","Maj Sjowall, Per Wahloo","Maj Sjowall, Per Wahloo","遠流出版事業股份有限公司","","2005","","346","9789573254096","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=zI9z79Y411%409789573254096-%E5%A4%B1%E8%B9%A4%E7%9A%84%E6%B6%88%E9%98%B2%E8%BB%8A.jpg",""
"中國鸚鵡","","厄爾．畢格斯","厄爾．畢格斯","臉譜出版","","2001","","427","9789574697151","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=wkx9gUpCcN%409789574697151-%E4%B8%AD%E5%9C%8B%E9%B8%9A%E9%B5%A1.jpg",""
"中國橘子的秘密","","Ellery Queen","Queen, Ellery","臉譜","","1997","","301","9789577085146","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=0H5xbw68nZ%409789577085146-%E4%B8%AD%E5%9C%8B%E6%A9%98%E5%AD%90%E7%9A%84%E7%A7%98%E5%AF%86.png",""
"不上鎖的房子","","厄爾．畢格斯","厄爾．畢格斯","臉譜","","2001","","442","9789574697205","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=sA392E2R7G%409789574697205-%E4%B8%8D%E4%B8%8A%E9%8E%96%E7%9A%84%E6%88%BF%E5%AD%90.png",""
"大笑的警察","","Maj Sjowall, Per Wahloo","Maj Sjowall, Per Wahloo","遠流出版事業股份有限公司","","2005","","350","9789573254089","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=zGrRJ7m9l1%409789573254089-%E5%A4%A7%E7%AC%91%E7%9A%84%E8%AD%A6%E5%AF%9F.jpg",""
"謀殺在雲端","","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","","2002","","277","9789573246442","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=bEH2mFZI28%409789573246442-%E8%AC%80%E6%AE%BA%E5%9C%A8%E9%9B%B2%E7%AB%AF.png","阿嘉莎系列"
"藏書室的陌生人","","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","","2003","It's seven in the morning. The Bantrys awake to find the body of a young woman in their library. She is wearing evening dress and heavy make-up. But who is she? How did she get there? And what is the connection with another dead girl?","245","9789573249504","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=5spVtCK5Fp%409789573249504-%E8%97%8F%E6%9B%B8%E5%AE%A4%E7%9A%84%E9%99%8C%E7%94%9F%E4%BA%BA.jpg","阿嘉莎系列"
"謎樣的鬼豔先生","The Mysterious Mr. Quin","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/08/01","2003","除夕夜，鐘敲了十二下，狂風肆虐，賓客之一的波特說這是鬼魂出沒的時候。不久，大門口傳來了響亮的敲門聲，眾人面面相覷。高大黝黑的神秘男子自稱哈利．鬼豔，因其座車拋錨，司機需要一點時間處理，因而進門來取暖……來無影去無蹤的鬼豔先生讓在場的沙特衛先生的生活從此有了變化。一幕幕精采好戲上場，沙特衛先生不再只是觀眾，而是其中的要角……12宗驚人難解的奇案急煞眾人，且看克莉絲蒂唯一為之致上獻詞的愛將鬼豔先生變換迷幻戲法，專情上演！","368","9789573250203","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=24oVkvLT7Y%409789573250203-%E8%AC%8E%E6%A8%A3%E7%9A%84%E9%AC%BC%E8%B1%94%E5%85%88%E7%94%9F.png","阿嘉莎系列"
"鴛鴦神探","Partners In Crime","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/09/01","2003","婚後六年的陶品絲對著窗外愁眉苦臉，幸福得發慌的她總希望來點刺激。 正當她向丈夫湯米抱怨之時，蘇格蘭警場探長突然造訪，希望他們暫時接管經營出了問題的國際偵探社，藉機注意一個代號十六的人。 小夫妻倆廣告一登、招牌一掛，便有模有樣的當起布倫特卓越的偵探大師來了。 委託人一個接一個上門，陶品絲及湯米一會兒扮演福爾摩斯，一會兒又成了盲人神探…… 冒牌神探嬉笑之餘，謎案一樁接一樁地解破。終於，神秘的十六號出現了……","352","9789573250470","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=P2FI1FjygG%409789573250470-%E9%B4%9B%E9%B4%A6%E7%A5%9E%E6%8E%A2.png","阿嘉莎系列"
"賭場殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化事業股份有限公司","","1999","","234","9789578319653","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=L0W3fArGZK%409789578319653-%E8%B3%AD%E5%A0%B4%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"歌唱的砂","","Josephine Tey","Tey, Josephine","臉譜出版","","2000","","291","9789574692323","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=116FEWyC75%409789574692323-%E6%AD%8C%E5%94%B1%E7%9A%84%E7%A0%82.png",""
"葛蕾西. 艾倫殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化出版","","1998","","216","9789578319073","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=M2c7FCwu9a%409789578319073-%E8%91%9B%E8%95%BE%E8%A5%BF.+%E8%89%BE%E5%80%AB%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"聖甲蟲殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化出版","","1999","","286","9789578319172","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=MdQ855ou6a%409789578319172-%E8%81%96%E7%94%B2%E8%9F%B2%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"綁架殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化事業公司","","1998","","260","9789578319059","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=xFQ3vkB4pp%409789578319059-%E7%B6%81%E6%9E%B6%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.png",""
"順水推舟","Taken at the Flood","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","","2003","百萬富豪戈登˙柯洛德意外死於倫敦一場空襲，為數頗眾的家族親人頓失依靠。戈登龐大的產業落入他新婚才數星期的年輕妻子羅莎琳手中，看得柯洛德一家個個眼紅不已，恨意在心頭盪漾。沒錯，外表楚楚可憐的羅莎琳，是他們和戈登龐大產業之間唯一的障礙。可是，她身旁有個強悍的哥哥保護──且慢！他真是她哥哥嗎？難道她真如耳語傳說，不是淑女而是個淘金女？而她哥哥，又是個什麼樣的角色？一封勒索信死於酒店的陌生人羅莎琳數年前被公認死於非洲的第一任丈夫也再度現身！種種疑團使得問號越擴越大。看來，這一回白羅必須跳脫自己慣常的邏輯，才可望撥雲見日……","320","9789573248026","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=MGl7fXlLkC%409789573248026-%E9%A0%86%E6%B0%B4%E6%8E%A8%E8%88%9F.png","阿嘉莎系列"
"萍小姐的主意","","Josephine Tey","Tey, Josephine","臉譜文化事業股份制有限公司","","1999","Mystery story centering around a girl's college.","315","9789578319202","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=pc3l8W2YXp%409789578319202-%E8%90%8D%E5%B0%8F%E5%A7%90%E7%9A%84%E4%B8%BB%E6%84%8F.png",""
"博來. 法拉先生","","Josephine Tey","Tey, Josephine","臉譜文化出版","","1999","","364","9789578319264","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Y9bWxhY4PM%409789578319264-%E5%8D%9A%E4%BE%86.+%E6%B3%95%E6%8B%89%E5%85%88%E7%94%9F.png",""
"排隊的人","The man in the queue","Josephine Tey","黃(Chinese)俐","臉譜文化事業","","2000","","295","9789578319790","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=8OSnALXcUF%409789578319790-%E6%8E%92%E9%9A%8A%E7%9A%84%E4%BA%BA.jpg",""
"問大象去吧！","Elephants Can Remember","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","","2003","十餘年前有一場悲劇：夫妻兩人同時自殺身亡。多年之後，偵探小說家奧利薇夫人突然接到一份怪異的請求。素昧平生的婦人丟了逼個難題給她，要求她調查出：那對夫妻之間，究竟是誰殺了誰之後再自盡？早已偵查了結的舊案，為何又再度提起？婦人為什麼要追根究柢？誰殺了誰有什麼影響？相關人物都已過世，如何才能探知事實真相？奧利薇夫人找來白羅協助調查，要如何追索久被遺忘的陳年往事呢？問大象去吧！","224","9789573248033","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=iQQDlXA5b9%409789573248033-%E5%95%8F%E5%A4%A7%E8%B1%A1%E5%8E%BB%E5%90%A7.png","阿嘉莎系列"
"荒蕪年歲","","約翰．哈威","約翰．哈威","麥田出版","","1996","","399","9789577086938","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=kBIwy2Ub7d%409789577086938-%E8%8D%92%E8%95%AA%E5%B9%B4%E6%AD%B2.png",""
"祝福之祭","","Tony Hillerman,林大容","Hillerman, Tony","臉譜出版","","2002","","279","9789861200538","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=828S6s6GIz%409789861200538-%E7%A5%9D%E7%A6%8F%E4%B9%8B%E7%A5%AD.png",""
"班森殺人事件","The Benson murder case","S. S. Van Dine","Dine, S. S. Van","臉譜文化事業股份有限公司","","1999","","286","9789578319189","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Vz9n2rw7E3%409789578319189-%E7%8F%AD%E6%A3%AE%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"格林家殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化出版","","1999","","393","9789578319226","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=33z13k9U8O%409789578319226-%E6%A0%BC%E6%9E%97%E5%AE%B6%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"時間的女兒","","Josephine Tey","Tey, Josephine","城邦文化事業股份有限公司","","1998","","282","9789578319110","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=RAb90dHowA%409789578319110-%E6%99%82%E9%96%93%E7%9A%84%E5%A5%B3%E5%85%92.png",""
"哪個聖誕布丁?","The Adenture of the Christmas Pudding","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/01/01","2003","一封不詳的警告信，要白羅別碰任何一個聖誕節布丁，這所為何來？一具在西班牙衣櫃中發現的死屍，幹白羅何事？一段偷聽到的謀殺計劃，白羅要拿它如何？一個死者生前改變了飲食習慣，那透露什麼玄機？有人夢見自己自殺後，卻就此一命嗚呼，你說奇怪不奇怪？克莉絲蒂為您獻上六篇奇思妙想，展現中篇推理小說的深厚功力，敬請期待！","320","9789573248286","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=g61XLLOEV7%409789573248286-%E5%93%AA%E5%80%8B%E8%81%96%E8%AA%95%E5%B8%83%E4%B8%81.png","阿嘉莎系列"
"金絲雀殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化事業股份有限公司","","1999","","341","9789578319547","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=QX9F14zR0E%409789578319547-%E9%87%91%E7%B5%B2%E9%9B%80%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"花園殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜出版","","2000","","253","9789574691258","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=zJNt21roim%409789574691258-%E8%8A%B1%E5%9C%92%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"狗園殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化出版","","2000","","275","9789578319783","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=17qn0h4JV7%409789578319783-%E7%8B%97%E5%9C%92%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"牧師公館謀殺案","The Murder at the Vicarage","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/03/01","2003","人緣奇差的博舍羅團長，一日被射殺於牧師家書房的書桌上。到處與人結怨的他，令警方如無頭蒼蠅般束手無策。是他桀驁不馴一心想掙脫控制的女兒狠心下手嗎？還是他紅杏出牆另結新歡的妻子按捺不住？不，最有嫌疑的應該是那個腳踏女妻兩條船的花心藝術家。真相眼見呼之欲出，警方大鬆一口氣，但遇上瑪波之後，竟又節外生枝。究竟瑪波的精明雙眼看出了什麼蹊蹺呢？且看瑪波使出訣竅為死者申冤！","336","9789573248682","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=9xsv9jWtqd%409789573248682-%E7%89%A7%E5%B8%AB%E5%85%AC%E9%A4%A8%E8%AC%80%E6%AE%BA%E6%A1%88.png","阿嘉莎系列"
"法蘭柴思事件","The Franchise affair","Josephine Tey","鐵伊","臉譜文化事業","","1998","","396","9789578319127","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Rr3Jk6Vriu%409789578319127-%E6%B3%95%E8%98%AD%E6%9F%B4%E6%80%9D%E4%BA%8B%E4%BB%B6.png",""
"帕克潘調查簿","Parker Pyne Investigates","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/12/01","2003","裴金頓太太近來諸事不順，深感孤單、無助、絕望，但她的命運卻因為《泰晤士報》上的一則廣告而改變了：「你快樂嗎? 答案如果是否定的，請來找派克潘先生。」不論是挽救一段破碎的婚姻，或者是解開一樁棘手的殺人案，都難不倒派克潘這位史上最反傳統、最迷人的私家偵探，他深入民間，化解無數難題，改變苦難者的命運，在此謹介紹他最精采的十二件功蹟，與讀者分享。","256","9789573251309","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=1jS8N4280U%409789573251309-%E5%B8%95%E5%85%8B%E6%BD%98%E8%AA%BF%E6%9F%A5%E7%B0%BF.png","阿嘉莎系列"
"冷光","","約翰．哈威","約翰．哈威","麥田出版公司","","1996","","412","9789577086792","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=E18Wh17R3I%409789577086792-%E5%86%B7%E5%85%89.jpg",""
"西塔佛秘案","The Sittaford Mystery","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/12/01","2003","在達特穆爾荒原的邊緣上，有一個與世隔絕的西塔佛村。在大雪紛飛的寒夜中，愛熱鬧的威利特夫人邀集眾人群聚在西塔佛別墅。百無聊賴之下，眾人開始玩起桌仙遊戲，沒想到玩著玩著，桌仙竟然拼出「崔夫霖……死了……謀殺」等訊息，讓眾人驚嚇不已。這真的是邪魔顯靈，還是有人在惡作劇？崔夫霖上校的家遠在六裡之外，如今大雪橫飛，阻斷了山路，必須步行才能到達。崔夫霖上校的好友伯納比少校毅然決然地闖進風雪之中，準備揭開這個桌仙佈下的生死秘案……","320","9789573251224","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=17br94DiEc%409789573251224-%E8%A5%BF%E5%A1%94%E4%BD%9B%E7%A7%98%E6%A1%88.png","阿嘉莎系列"
"死亡之犬","The Hound Of Death","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2004/01/01","2004","十二件無法解釋的異象，無法理解的怪事：地上落了排列出狗型的火藥；靈界梢來的惡兆；一幢鬧鬼的屋子；降靈會上的意外；人格分裂的行為；重覆出現的惡夢；不祥的電報；擁有年輕軀體的老人；靈魂出竅的求救；重度健忘的男子；飄浮空中的體驗；神秘的SOS訊號。種種超自然及不可思議的怪像令人不寒而慄，本書除了考驗您的智力，也深入你的直覺力……","320","9789573251514","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=9wwdYX8ovV%409789573251514-%E6%AD%BB%E4%BA%A1%E4%B9%8B%E7%8A%AC.png","阿嘉莎系列"
"殺人一瞬間","","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","","2003","","309","9789573248699","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=jubyfEsbF9%409789573248699-%E6%AE%BA%E4%BA%BA%E4%B8%80%E7%9E%AC%E9%96%93.png","阿嘉莎系列"
"冰屋","","Minette Walters","Walters, Minette","臉譜文化事業有限公司","","1999","","365","9789578319257","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=1J9O4Ukb26%409789578319257-%E5%86%B0%E5%B1%8B.png",""
"龍殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化事業","","2000","","308","9789578319714","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=06GIpX0Ru2%409789578319714-%E9%BE%8D%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"白羅的聖誕假期","Hercule Poirot's Christmas","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2002/12/01","2002","聖誕節前夕，李依家突然發出傢俱倒地的巨響，此舉打破了他們一家的溫馨團聚之夜──因為緊接而來的便是一聲淒慘的尖叫。原來在此豪宅的樓上，它殘暴專橫的主人西蒙已倒在血泊中死去。白羅此時正在附近的一位朋友家過聖誕節，遂應邀前往辦案。一進入這個兇宅，他就感到一股詭異的氣氛──不是此案件血淋淋的現場令人膽寒，而是這家族中的人，竟無人顯露出悲傷悼念之意，反而充斥著互相猜忌的氣氛。而在細察之下，白羅發現他們每個人都有憎恨那位獨裁者的理由……","320","9789573248019","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=1PCZT4Fftw%409789573248019-%E7%99%BD%E7%BE%85%E7%9A%84%E8%81%96%E8%AA%95%E5%81%87%E6%9C%9F.jpg","阿嘉莎系列"
"冬季殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜出版","","2000","","142","9789574691685","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=2NnXBwQGfJ%409789574691685-%E5%86%AC%E5%AD%A3%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"主教殺人事件","","S. S. Van Dine","Dine, S. S. Van","臉譜文化出版","","1998","","345","9789578319103","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=4PdCO0tz2j%409789578319103-%E4%B8%BB%E6%95%99%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6.jpg",""
"巴石立花園街謀殺案","Murder in the Mews","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2002/10/01","2002","一個女人如何能左手握槍自殺而傷口卻是在右太陽穴？一個軍中的高度機密文件失蹤了，又和有人撞見鬼有何關係？射殺葛沃斯爵士的那發子彈怎能同時也打碎房間另一端的鏡子？名女人瓦倫帝娜糾纏不清的三角戀情又是被誰給破解了？且看白羅面對這四個戲劇性十足且神秘詭測的高難度謎團，如何拆解重組，呈現給您一個最意想不到的驚人故事。","336","9789573247647","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=wJ194VRg64%409789573247647-%E5%B7%B4%E7%9F%B3%E7%AB%8B%E8%8A%B1%E5%9C%92%E8%A1%97%E8%AC%80%E6%AE%BA%E6%A1%88.png","阿嘉莎系列"
"三口棺材","The Three Coffins","約翰‧狄克遜‧卡爾","John Dickson Carr","遠流","2001/02/01","2001","","383","9789573242765","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=aIZA9pEORf%409789867335166-%E4%B8%89%E5%8F%A3%E6%A3%BA%E6%9D%90.png","謀殺專門店"
"十三人的晚宴","白羅神探系列","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","","2002","","309","9789573246459","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=6Dd88B904o%409789573246459-%E5%8D%81%E4%B8%89%E4%BA%BA%E7%9A%84%E6%99%9A%E5%AE%B4.jpg","阿嘉莎系列"
"一張俊美的臉","","Josephine Tey","Tey, Josephine","臉譜文化事業","","1999","When detective sergeant Grant remembered something he had heard fom America, he begins to look for a dashing young American.","298","9789578319608","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=t2nLc7q0qz%409789578319608-%E4%B8%80%E5%BC%B5%E4%BF%8A%E7%BE%8E%E7%9A%84%E8%87%89.png",""
"一先令蠟燭","","Josephine Tey","Tey, Josephine","臉譜出版","","2000","","315","9789578319936","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=S9Pe4tq6pz%409789578319936-%E4%B8%80%E5%85%88%E4%BB%A4%E8%A0%9F%E7%87%AD.png",""
"一個都不留","","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","","2003","A detective story where a nursery rhyme is used as a cue for killing.","293","9789573249955","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=uWHCK5w035%409789573249955-%E4%B8%80%E5%80%8B%E9%83%BD%E4%B8%8D%E7%95%99.png","阿嘉莎系列"
"13個難題","The Thirteen Problems","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/04/01","2003","聖瑪莉米德的老牧師彭德接受老友海頓的邀請，來到他的住處做客。海頓帶領賓客參觀艾絲塔特聖壇，心血來潮的戴安娜提議當晚在樹林?媮|辦一場月光化裝舞會。夜晚來臨，眾人精心打扮，走進陰森森的樹林，戴安娜中途不見人影，其他人走著走著，來到了聖壇，聖壇前站了個頭上長了兩個彎角的女人，眾人認出是戴安娜，但她卻自稱是艾絲塔特的女祭司，要眾人別靠近，否則死路一條。海頓衝向她，突然間，在距離她三碼遠的地方倒下，心臟遭人刺中，一刀斃命。究竟是誰在眾目睽睽之下殺了海頓？又如何得逞？或是神秘力量所為？老牧師一輩子忘不了這個恐怖的事件，而瑪波小姐等人也有各自的離奇經驗。十三個難題，十三篇精采的短篇極品，邀您加入一場接一場的智力遊戲。","256","9789573248927","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=FBd4yqO5zk%409789573248927-13%E5%80%8B%E9%9B%A3%E9%A1%8C.png","阿嘉莎系列"
