"Title","Subtitle","Author","Author (Last","Publisher","Date Published","Year Published","Summary","Number of Pages","ISBN","EAN","書封","分類"
"占星全書-增訂版","","魯道夫","","春光出版","2016/04/09","2016","","464","9789867848871","4-717702-093280","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=AsThaw5ggC%404717702093280.jpg","塔羅占星"
"雍正皇帝-恨水東逝(上)","","二月河","二月河","巴比倫出版社","","1994","","396","9789579238328","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=055wZbX61s%409789579238328-%E9%9B%8D%E6%AD%A3%E7%9A%87%E5%B8%9D-%E6%81%A8%E6%B0%B4%E6%9D%B1%E9%80%9D%EF%BC%88%E4%B8%8A%EF%BC%89.jpg",""
"雍正皇帝-九王奪嫡(下)","","二月河","二月河","巴比倫出版社","","1999","","362","9789579238274","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=N5o5U84rPN%409789579238274-%E9%9B%8D%E6%AD%A3%E7%9A%87%E5%B8%9D-%E4%B9%9D%E7%8E%8B%E5%A5%AA%E5%AB%A1%EF%BC%88%E4%B8%8B%EF%BC%89.jpg",""
"雍正皇帝-恨水東逝(下)","","二月河","二月河","巴比倫出版社","","1994","","364","9789579238335","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=hNP39781R6%409789579238335-%E9%9B%8D%E6%AD%A3%E7%9A%87%E5%B8%9D-%E6%81%A8%E6%B0%B4%E6%9D%B1%E9%80%9D%28%E4%B8%8B%29.jpg",""
"雍正皇帝-雕弓天狼(上)","","二月河","二月河","巴比倫出版社","","1999","","377","9789579238298","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=599Yg97Qb8%409789579238328-%E9%9B%8D%E6%AD%A3%E7%9A%87%E5%B8%9D-%E6%81%A8%E6%B0%B4%E6%9D%B1%E9%80%9D%EF%BC%88%E4%B8%8A%EF%BC%89.jpg",""
"雍正皇帝-九王奪嫡(上)","","二月河","二月河","巴比倫出版社","","1999","","362","9789579238267","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=drAZ7yuHK6%409789579238267-%E9%9B%8D%E6%AD%A3%E7%9A%87%E5%B8%9D%E2%94%80%E4%B9%9D%E7%8E%8B%E5%A5%AA%E5%AB%A1-%EF%BC%88%E4%B8%8A%EF%BC%89.jpg",""
"雍正皇帝-雕弓天狼(下)","","二月河","二月河","巴比倫出版社","","1999","","365","9789579238304","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Mr1T311t29%409789579238304-%E9%9B%8D%E6%AD%A3%E7%9A%87%E5%B8%9D-%E9%9B%95%E5%BC%93%E5%A4%A9%E7%8B%BC%EF%BC%88%E4%B8%8B%EF%BC%89.jpg",""
"散戶流浪記","","羅斯查得,John Rothchild","羅斯查得","早安財經文化","","2009","","287","9789866613104","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=v24EFdot44%409789866613104-%E6%95%A3%E6%88%B6%E6%B5%81%E6%B5%AA%E8%A8%98.jpg","財經工具書"
"憤怒的葡萄","","John Steinbeck","Steinbeck, John","業強出版社","","1998","","244","9789576835131","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=RtLmJVK53l%409789576835131-%E6%86%A4%E6%80%92%E7%9A%84%E8%91%A1%E8%90%84.jpg",""
"最後14堂星期二的課（十年典藏版）","Tuesdays with Morrie","米奇．艾爾邦","米奇．艾爾邦","大塊文化","2006/10/01","2006","全臺70萬人，全世界1,100萬人購買這本書， 開啟熱淚中洗滌人生的閱讀之旅． 生命中最根本的震動！ ‧本書作者，米奇，曾經是老師眼中的希望。大學畢業後，他進入社會，載浮載沈，曾有的理想逐漸幻滅，人生的課題日益龐大難以面對。十六年後，他偶然與大學時代的恩師重逢，而這時他的老師只剩下最後幾個月可活。於是，他又上了十四堂他老師的課…… ‧米奇每個星期二到老師家探望他。這位老師，墨瑞‧史瓦茲(Morrie Schwartz)，面對著死亡一步步接近，誠實看見自己在死亡面前的恐懼與脆弱，承認自己對人世的眷戀不捨，但他掙脫這些情緒，展現出洞澈人生之後的清明與安靜，並且帶著幽默感。 ‧墨瑞不僅自己勇敢面對死亡，窮究死亡的多重意義，更藉著與學生米奇的談話，一點一點讓米奇因為世故而僵硬的心逐漸柔軟，讓他重新看待生命。 ‧作者在夢想褪色、視野變窄、情感變得僵硬的時刻，有機會聆聽昔日恩師的教誨。讀到這本書的人，也彷彿跟著旁聽了這堂叫做「什麼是人生」的課，汲取了其中的智慧與溫暖。這是個會發光發熱的故事，讀後會讓你一輩子難忘。 ‧中文版銷售超過六十萬冊，全球銷售超過一千萬冊。本次為大塊文化十週年新封面紀念版。","240","9789578468511","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=N0b537IFqS%409789578468511-%E6%9C%80%E5%BE%8C14%E5%A0%82%E6%98%9F%E6%9C%9F%E4%BA%8C%E7%9A%84%E8%AA%B2.jpg",""
"麥田捕手","","沙林傑","Salinger, Jerome David","桂冠","","1993","","326","9789575516963","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=LCyzna76KL%409789575516963-%E9%BA%A5%E7%94%B0%E6%8D%95%E6%89%8B.jpg",""
"神鵰俠侶(四)","","金庸","金庸","遠流出版","2019/05/14","2019","《金庸作品集》問世半世紀以來，歷經過兩次重大修改。其中， 1970年代的「修訂版」（二版）是第一次有系統地將劇情去蕪存菁、進行大規模改動；同時也是亞洲地區版權意識提升後，正式授權版本最大宗的源頭。除紙本發行外，新世代媒介的問世——諸如有聲書、連續劇、電玩遊戲等——更使修訂版的情節廣植人心，成為不可抹滅的共同回憶。　　「修訂版」時期的金庸，正值壯年，作品中不乏快意恩仇、情感鮮明的內容，恰恰是不少讀者成為「金迷」的關鍵所在。對這些金迷來說，「修訂版」不僅是「金庸小說」的典範形象，更如同一位活生生的俠客，擁有自己的個性、能與之對話相伴、且攜手走過無數歲月，實在難以輕易忘懷於江湖。　　相較之下，千禧年前後的「新修版」（三版），則融入許多暮年金庸的新體悟，顯得更加圓潤婉轉、更富哲理省思。因此，第二次改版引發金迷的熱烈討論，甚至出現抗議聲浪。不少金迷依然熱愛「修訂版」，希望時光能永遠停留在最熟悉的韻味當中：少一些獨白、少改一些名字、讓張無忌更堅定地愛著趙敏。聲量之大，讓金庸還為此自嘲說：「只要有六萬人上街反對，我馬上就不改了。」　　有鑑於「修訂版」的地位如此特殊，是眾多金迷生命中無法割捨的感動，遠流出版公司特此推出《金庸作品集》「修訂版」電子書。讓廣大金迷能以最新的閱讀技術，收藏那越陳越香的美好過往，時時重溫、刻刻重逢。","400","9789573229216","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=UFsQGQn5X8%409789573229216-%E7%A5%9E%E9%B5%B0%E4%BF%A0%E4%BE%B6%28%E5%9B%9B%29.jpg",""
"神鵰俠侶(三)","","金庸","金庸","遠流出版","2019/05/14","2019","《金庸作品集》問世半世紀以來，歷經過兩次重大修改。其中， 1970年代的「修訂版」（二版）是第一次有系統地將劇情去蕪存菁、進行大規模改動；同時也是亞洲地區版權意識提升後，正式授權版本最大宗的源頭。除紙本發行外，新世代媒介的問世——諸如有聲書、連續劇、電玩遊戲等——更使修訂版的情節廣植人心，成為不可抹滅的共同回憶。　　「修訂版」時期的金庸，正值壯年，作品中不乏快意恩仇、情感鮮明的內容，恰恰是不少讀者成為「金迷」的關鍵所在。對這些金迷來說，「修訂版」不僅是「金庸小說」的典範形象，更如同一位活生生的俠客，擁有自己的個性、能與之對話相伴、且攜手走過無數歲月，實在難以輕易忘懷於江湖。　　相較之下，千禧年前後的「新修版」（三版），則融入許多暮年金庸的新體悟，顯得更加圓潤婉轉、更富哲理省思。因此，第二次改版引發金迷的熱烈討論，甚至出現抗議聲浪。不少金迷依然熱愛「修訂版」，希望時光能永遠停留在最熟悉的韻味當中：少一些獨白、少改一些名字、讓張無忌更堅定地愛著趙敏。聲量之大，讓金庸還為此自嘲說：「只要有六萬人上街反對，我馬上就不改了。」　　有鑑於「修訂版」的地位如此特殊，是眾多金迷生命中無法割捨的感動，遠流出版公司特此推出《金庸作品集》「修訂版」電子書。讓廣大金迷能以最新的閱讀技術，收藏那越陳越香的美好過往，時時重溫、刻刻重逢。","400","9789573229209","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=hIs02im73E%409789573229209-%E7%A5%9E%E9%B5%B0%E4%BF%A0%E4%BE%B6%28%E4%B8%89%29.jpg",""
"神鵰俠侶(二)","","金庸","金庸","遠流出版","2019/05/14","2019","《金庸作品集》問世半世紀以來，歷經過兩次重大修改。其中， 1970年代的「修訂版」（二版）是第一次有系統地將劇情去蕪存菁、進行大規模改動；同時也是亞洲地區版權意識提升後，正式授權版本最大宗的源頭。除紙本發行外，新世代媒介的問世——諸如有聲書、連續劇、電玩遊戲等——更使修訂版的情節廣植人心，成為不可抹滅的共同回憶。　　「修訂版」時期的金庸，正值壯年，作品中不乏快意恩仇、情感鮮明的內容，恰恰是不少讀者成為「金迷」的關鍵所在。對這些金迷來說，「修訂版」不僅是「金庸小說」的典範形象，更如同一位活生生的俠客，擁有自己的個性、能與之對話相伴、且攜手走過無數歲月，實在難以輕易忘懷於江湖。　　相較之下，千禧年前後的「新修版」（三版），則融入許多暮年金庸的新體悟，顯得更加圓潤婉轉、更富哲理省思。因此，第二次改版引發金迷的熱烈討論，甚至出現抗議聲浪。不少金迷依然熱愛「修訂版」，希望時光能永遠停留在最熟悉的韻味當中：少一些獨白、少改一些名字、讓張無忌更堅定地愛著趙敏。聲量之大，讓金庸還為此自嘲說：「只要有六萬人上街反對，我馬上就不改了。」　　有鑑於「修訂版」的地位如此特殊，是眾多金迷生命中無法割捨的感動，遠流出版公司特此推出《金庸作品集》「修訂版」電子書。讓廣大金迷能以最新的閱讀技術，收藏那越陳越香的美好過往，時時重溫、刻刻重逢。","400","9789573229193","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=6bug931N4k%409789573229193-%E7%A5%9E%E9%B5%B0%E4%BF%A0%E4%BE%B6%28%E4%BA%8C%29.jpg",""
"神鵰俠侶(一)","","金庸","金庸","遠流出版","2019/05/14","2019","《金庸作品集》問世半世紀以來，歷經過兩次重大修改。其中， 1970年代的「修訂版」（二版）是第一次有系統地將劇情去蕪存菁、進行大規模改動；同時也是亞洲地區版權意識提升後，正式授權版本最大宗的源頭。除紙本發行外，新世代媒介的問世——諸如有聲書、連續劇、電玩遊戲等——更使修訂版的情節廣植人心，成為不可抹滅的共同回憶。「修訂版」時期的金庸，正值壯年，作品中不乏快意恩仇、情感鮮明的內容，恰恰是不少讀者成為「金迷」的關鍵所在。對這些金迷來說，「修訂版」不僅是「金庸小說」的典範形象，更如同一位活生生的俠客，擁有自己的個性、能與之對話相伴、且攜手走過無數歲月，實在難以輕易忘懷於江湖。相較之下，千禧年前後的「新修版」（三版），則融入許多暮年金庸的新體悟，顯得更加圓潤婉轉、更富哲理省思。因此，第二次改版引發金迷的熱烈討論，甚至出現抗議聲浪。不少金迷依然熱愛「修訂版」，希望時光能永遠停留在最熟悉的韻味當中：少一些獨白、少改一些名字、讓張無忌更堅定地愛著趙敏。聲量之大，讓金庸還為此自嘲說：「只要有六萬人上街反對，我馬上就不改了。」有鑑於「修訂版」的地位如此特殊，是眾多金迷生命中無法割捨的感動，遠流出版公司特此推出《金庸作品集》「修訂版」電子書。讓廣大金迷能以最新的閱讀技術，收藏那越陳越香的美好過往，時時重溫、刻刻重逢。","400","9789573229186","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=D04G85GwgS%409789573229186-%E7%A5%9E%E9%B5%B0%E4%BF%A0%E4%BE%B6%28%E4%B8%80%29.jpg",""
"山姆霍桑犯罪診斷書1","","霍克","霍克","臉譜出版","","2007","","","9789867058782","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=2gpwRGlzEN%409789867058782-%E5%B1%B1%E5%A7%86%E9%9C%8D%E6%A1%91%E7%8A%AF%E7%BD%AA%E8%A8%BA%E6%96%B7%E6%9B%B8+1.jpg",""
"山姆霍桑犯罪診斷書2","","霍克","霍克","臉譜出版","","2007","","","9789866739187","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=dluC4WkRci%409789866739187-%E5%B1%B1%E5%A7%86%E9%9C%8D%E6%A1%91%E7%8A%AF%E7%BD%AA%E8%A8%BA%E6%96%B7%E6%9B%B82.jpg",""
"N-殺意的圈套","","葛拉夫頓","葛拉夫頓","小知堂文化事業有限公司","","2009","","342","9789574505661","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Zm729ui890%409789574505661-N_%E6%AE%BA%E6%84%8F%E7%9A%84%E5%9C%88%E5%A5%97.jpg","字母天后"
"耳語之人","","約翰‧狄克遜‧卡爾","John Dickson Carr","臉譜出版","","2006","","331","9789867335906","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=5n6Nu53XZp%409789867335906-%E8%80%B3%E8%AA%9E%E4%B9%8B%E4%BA%BA.jpg",""
"逆轉死局","","約翰‧狄克遜‧卡爾","John Dickson Carr","臉譜出版","","2005","","300","9789867335500","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=s7jSqv7dXr%409789867335500-%E9%80%86%E8%BD%89%E6%AD%BB%E5%B1%80.jpg",""
"黑狐奇案","Poets and murder","高羅佩","Gulik, Robert Hans van","臉譜出版","","2001","","238","9789574694181","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=3TJ698YAz8%409789574694181-%E9%BB%91%E7%8B%90%E5%A5%87%E6%A1%88.jpg",""
"黃金奇案","The Chinese gold murders","高羅佩","Gulik, Robert Hans van","臉譜出版","","2000","","305","9789574691722","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=17D4CU8ezS%409789574691722-%E9%BB%83%E9%87%91%E5%A5%87%E6%A1%88.jpg",""
"湖濱奇案","The Chinese lake murders","高羅佩","Gulik, Robert Hans van","臉譜出版","","2001","","342","9789574692873","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=g6652ITWJ2%409789574692873-%E6%B9%96%E6%BF%B1%E5%A5%87%E6%A1%88.jpg",""
"御珠奇案","The emperor's pearl","高羅佩","Gulik, Robert Hans van","臉譜出版","","2002","","235","9789574695041","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=q9nyMPjal7%409789574695041-%E5%BE%A1%E7%8F%A0%E5%A5%87%E6%A1%88.jpg",""
"玉珠串奇案","Necklace and calabash","高羅佩","Gulik, Robert Hans van","臉譜出版","","2001","","209","9789574694198","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=sfaErPIxpW%409789574694198-%E7%8E%89%E7%8F%A0%E4%B8%B2%E5%A5%87%E6%A1%88.jpg",""
"魂縈舊恨","Remembered Death","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2003/10/01","2003","六個人圍坐在排了七個座位的餐桌旁。在那個空著的座位前面，放有一枝代表紀念的迷迭香──以悼念一年前年同一天暴死於此時此地的洛瑪苓．巴頓。現場六個人始終不曾忘記那個不祥的夜晚，洛瑪苓那痛苦扭曲至幾難辨識的容顏，腦中更是不斷縈繞著洛瑪苓那充滿波折的一生。可怕的是，眾人萬萬沒想到，這次撒旦又一次伸出它無所不及的魔掌……","320","9789573250869","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=975Vx4qi3l%409789573250869-%E9%AD%82%E7%B8%88%E8%88%8A%E6%81%A8.png","阿嘉莎系列"
"絲柏的哀歌","Sad Cypress","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2002/11/01","2002","上流名媛奧莉隆收到匿名信，要她特別留意其不久人世的姑姑，因有人正意圖贏得她姑姑的信任，以便篡奪其龐大家產。於是，她和未婚夫一同前往探視姑姑。然而她的男友竟在一次花園的偶遇中，迷戀上門房的女兒瑪麗，於是雙方理智的分手。緊接著在某次機緣中，奧莉隆好心請瑪麗及護士荷普金小姐吃三明治，但吃完不久，瑪麗竟就此中毒身亡。眾人皆將箭頭指向奧莉隆，警方亦因情殺罪嫌將其逮捕。眼見是有人即將奸計得逞，有人卻將含冤入獄──只是，他們又碰上了白羅。他發現事件背後似是有雙冷靜的黑手在操控，於是他力排眾議，盡情發揮他灰色腦細胞的效能，終於還原事實的真相。","320","9789573247937","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=6dj7cxzk9J%409789573247937-%E7%B5%B2%E6%9F%8F%E7%9A%84%E5%93%80%E6%AD%8C.png","阿嘉莎系列"
"殘光夜影","While The Light Lasts","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2004/04/01","2004","一場奇異的幻夢一段對勒索者的報復一個苦悶、扭曲、愛恨交加的心靈一顆名貴的寶石一截陰魂不散的歷史聖骨一個反潮流的家族一場三角戀愛的悲劇一具盒中屍體一位地獄來的不速之客……九件最能展現克莉絲蒂聰明精髓的的小品，全部匯聚在這本克莉絲蒂初試推理啼聲的短篇小說集?堙C它包括了作者推理偉業的第一篇創作，由此可窺見這位推理天后的早慧細胞。這本短篇小說集不僅是近年最新出版的作品集，也是兩岸三地的中文版中，遠流獨家收錄的作品，熱愛克莉絲蒂的兄弟姐妹們，大家千萬不能錯過！","224","9789573252184","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=V93hH9kqvx%409789573252184-%E6%AE%98%E5%85%89%E5%A4%9C%E5%BD%B1.png","阿嘉莎系列"
"情牽波倫沙","Problem At Pollensa Bay","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2004/03/01","2004","八篇精采短篇。克莉絲蒂筆下的名偵探都在本書中大顯身手，一較長短。例如：通曉人性且極富直覺的派克?潘先生解決了波倫沙灣的感情問題；紳士派頭的沙特衛先生和神秘莫測的鬼豔先生有聯手解決了〈下午茶謎案〉；當然，那個許久不見的小老頭──白羅，也不能錯過這個好漢集結的盛會，在〈黃色鳶尾花〉中，他收到一封匿名信前來求救，說有人瀕臨生死關頭……","272","9789573251996","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=9nj0DYU312%409789573251996-%E6%83%85%E7%89%BD%E6%B3%A2%E5%80%AB%E6%B2%99.png","阿嘉莎系列"
"為什麼不找伊文斯？","Why Didn't They Ask Evans?","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2004/01/01","2004","一場水準失常的高爾夫球賽正在進行，巴比?瓊斯大手一揮，小白球直直越過崖邊落下，經過一番找尋，小白球終於以下落不明收場。然而另一個下落不明的東西倒出現了──一個蜷縮成一團的男人躺在崖底，即將氣絕。面對眼前的陌生人，他只留下一句：「為什麼不找伊文斯？」這句話勾起巴比及其好友法蘭奇莫大的好奇心，決心查個水落石出。只是他們沒想到，此生最邪惡的危險正等在前頭……","320","9789573251620","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=od4y7DPv6Y%409789573251620-%E7%82%BA%E4%BB%80%E9%BA%BC%E4%B8%8D%E6%89%BE%E4%BC%8A%E6%96%87%E6%96%AF.png","阿嘉莎系列"
"李斯特岱奇案","The Listerdale Mystery","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2004/02/01","2004","十二起丈二金剛摸不著頭腦的奇案：李思德岱爵士的離奇失蹤；火車中的奇遇；一個恐懼前夫的新婚女子；一個家族命案；大好人心性大變；退休警探智擒女兇手；年輕小姐巧扮女公爵；珍貴項鍊藏在粗糙的櫻桃籃；推理作家因謀殺罪被捕；一個破天荒的結婚計劃；女高音與男高音的恩怨情仇；貴族的翡翠不翼而飛……每個案子皆光怪陸離，不同於以往，唯一不變的是阿嘉莎?克莉絲蒂說故事的功力，絕對不容錯過！","304","9789573251750","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=II90WE920t%409789573251750-%E6%9D%8E%E6%96%AF%E7%89%B9%E5%B2%B1%E5%A5%87%E6%A1%88.png","阿嘉莎系列"
"巴格達風雲","They Came To Baghdad","阿嘉莎‧克莉絲蒂 (Agatha Christie)","Christie), 阿嘉莎‧克莉絲蒂 (Agatha","遠流出版","2004/02/01","2004","一個國際超級首腦會議將在巴格達秘密舉行，不料有人走漏了風聲，於是中東地區的某地下組織預備進行破壞。值此一觸即發的危險關頭，一心期盼能冒險犯難的維多莉雅?瓊斯倒是如願以償甚至可說是超出期望了──一個滿身傷痕的情報人員，臥倒於她的臥室，口中只喃喃得吐出幾個幾難分辨的：「魯西夫……巴撒哈……勒法菊……」","320","9789573251736","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=vA5qG9iPQ7%409789573251736-%E5%B7%B4%E6%A0%BC%E9%81%94%E9%A2%A8%E9%9B%B2.png","阿嘉莎系列"
"歪曲的樞紐","","約翰‧狄克遜‧卡爾","John Dickson Carr","臉譜出版","","2004","","334","9789867896797","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=qYUpfpt1XP%409789867896797-%E6%AD%AA%E6%9B%B2%E7%9A%84%E6%A8%9E%E7%B4%90.jpg",""
"恐怖份子","","Maj Sjowall, Per Wahloo","Maj Sjowall, Per Wahloo","遠流出版事業股份有限公司","","2005","","444","9789573255260","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=G69JZU0fx1%409789573255260-%E6%81%90%E4%BD%88%E4%BB%BD%E5%AD%90.jpg",""
"毒占","魔靈射手","凱倫厄文","Irving, Karen","九角文化果藤書房","","2007","","364","9789868326705","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=8F61g04EWl%409789868326705-%E6%AF%92%E5%8D%A0.jpg",""
"獲利的法則","一個操盤手的虧損自白","Jim Paul,保羅,Brendan Moynihan","Paul, Jim","今週刊出版","","2013","","218","9789868996304","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Nm1xi2O28N%409789868996304-%E7%8D%B2%E5%88%A9%E7%9A%84%E6%B3%95%E5%89%87.png","財經工具書"
"X 的悲劇","","Ellery Queen","Queen, Ellery","麥田出版有限公司","","1995","","404","9789577082886","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=XzT1d9YAVx%409789577082886-X+%E7%9A%84%E6%82%B2%E5%8A%87.jpg",""
"龍牙","","Ellery Queen","Queen, Ellery","臉譜出版","","2005","","356","9789867335289","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=D3myo22QIr%409789867335289-%E9%BE%8D%E7%89%99.png",""
"紅心四點","","Ellery Queen","Queen, Ellery","臉譜","","2005","","303","9789867335562","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=3jAK2FQm0l%409789867335562-%E7%B4%85%E5%BF%83%E5%9B%9B%E9%BB%9E.png",""
"戰前酒","","Dennis Lehane","Lehane, Dennis","臉譜出版","","2007","","312","9789867058768","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=Zuc5UT48t8%409789867058768-%E6%88%B0%E5%89%8D%E9%85%92.png",""
"黑暗, 帶我走","","Dennis Lehane","Lehane, Dennis","臉譜出版","","2007","A man is murdered in Boston by crucifixion, recalling a similar murder 20 years earlier for which a killer is serving time in prison. So it can't be him, or can it? As bodies pile up PIs Angela Dimassi Gennaro and Patrick Kenzie go to work.","472","9789867058867","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=6M17RUS2f0%409789867058867-%E9%BB%91%E6%9A%97%E5%B8%B6%E6%88%91%E8%B5%B0.jpg",""
"阿若優的星盤詮釋指南","Chart Interpretation Handbook: Guidelines for Understanding Essentials of the Birth Chart","史蒂芬．阿若優","Stephen Arroyo","木馬文化","2014/05/28","2014","內容簡介
認識人本占星的科學觀念
條列式精簡詮釋，查閱方便
完整解析本命盤，步驟明確
認識自己、瞭解別人，優化人際關係
占星學是一種嚴謹的心理科學嗎？
要如何看懂自己的「本命盤」？","224","9789863590064","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=FfTO9Y2Abz%409789863590064-%E9%98%BF%E8%8B%A5%E5%84%AA%E7%9A%84%E6%98%9F%E7%9B%A4%E8%A9%AE%E9%87%8B%E6%8C%87%E5%8D%97.jpg","塔羅占星"
"星座與健康","","珍妮•亞維瑞","","林鬱文化","1999/11/01","1999","","412","9789577546159","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=HquX3cArhM%409789577546159-%E6%98%9F%E5%BA%A7%E8%88%87%E5%81%A5%E5%BA%B7.jpg","塔羅占星"
"Z的悲劇","","Ellery Queen","Ellery Queen","臉譜出版","","1995","","310","9789577083067","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=l86AudSI0Y%409789577083067-Z%E7%9A%84%E6%82%B2%E5%8A%87.jpg",""
"Y的悲劇","","Ellery Queen","Ellery Queen","臉譜出版","","1995","","388","9789577083005","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=37PTbodU2o%409789577083005-Y%E7%9A%84%E6%82%B2%E5%8A%87.jpg",""
"謎詭-土屋隆夫特輯","","獨步文化編輯部","獨步文化編輯部","獨步文化","","2007","","","9789866954726","","https://ap13.ragic.com/sims/file.jsp?a=gcboytw&f=O6tgD2482j%409789866954726-%E8%AC%8E%E8%A9%AD.jpg",""
